ITEMID,CODE,TYPE,CATEGORY,LABEL,DESCRIPTION
100536,"3816 ","PROCEDURE",,,"ABDOMINAL ENDARTERECTOMY "
100537,"3818 ","PROCEDURE",,,"LOWER LIMB ENDARTERECT   "
100538,"3821 ","PROCEDURE",,,"BLOOD VESSEL BIOPSY      "
100539,"3822 ","PROCEDURE",,,"PERCUTANEOUS ANGIOSCOPY  "
100540,"3829 ","PROCEDURE",,,"BLOOD VESSEL DX PROC NEC "
100541,"3833 ","PROCEDURE",,,"ARM VESSEL RESECT/ANAST  "
100542,"3834 ","PROCEDURE",,,"AORTA RESECTION & ANAST  "
100543,"3836 ","PROCEDURE",,,"ABD VESSEL RESECT/ANAST  "
100544,"3838 ","PROCEDURE",,,"LEG ARTERY RESECT/ANAST  "
100545,"3842 ","PROCEDURE",,,"HEAD/NECK VES RESEC-REPL "
100546,"3843 ","PROCEDURE",,,"ARM VES RESECT W REPLACE "
100547,"3844 ","PROCEDURE",,,"AORTA RESECT W REPLACE   "
100548,"3845 ","PROCEDURE",,,"THOR VES RESECT W REPLAC "
100549,"3846 ","PROCEDURE",,,"ABD ARTERY RESEC W REPLA "
100550,"3847 ","PROCEDURE",,,"ABD VEIN RESECT W REPLAC "
100551,"3848 ","PROCEDURE",,,"LEG ARTERY RESEC W REPLA "
100552,"3857 ","PROCEDURE",,,"ABD VARICOS V LIGA-STRIP "
100553,"3859 ","PROCEDURE",,,"LEG VARICOS V LIGA-STRIP "
100554,"3861 ","PROCEDURE",,,"INTRACRAN VESSEL EXCIS   "
100555,"3862 ","PROCEDURE",,,"HEAD/NECK VESSEL EXCIS   "
100556,"3863 ","PROCEDURE",,,"ARM VESSEL EXCISION      "
100557,"3865 ","PROCEDURE",,,"THORACIC VESSEL EXCISION "
100558,"3866 ","PROCEDURE",,,"ABDOMINAL ARTERY EXCIS   "
100559,"3867 ","PROCEDURE",,,"ABDOMINAL VEIN EXCISION  "
100560,"3868 ","PROCEDURE",,,"LEG ARTERY EXCISION      "
100561,"387  ","PROCEDURE",,,"PLICATION OF VENA CAVA   "
100562,"3880 ","PROCEDURE",,,"SURG VESSEL OCCLUS NEC   "
100563,"3881 ","PROCEDURE",,,"OCCLUS INTRACRAN VES NEC "
100564,"3882 ","PROCEDURE",,,"OCCLUS HEAD/NECK VES NEC "
100565,"3883 ","PROCEDURE",,,"OCCLUDE ARM VESSEL NEC   "
100566,"3884 ","PROCEDURE",,,"OCCLUDE AORTA NEC        "
100567,"3885 ","PROCEDURE",,,"OCCLUDE THORACIC VES NEC "
100568,"3886 ","PROCEDURE",,,"OCCLUDE ABD ARTERY NEC   "
100569,"3887 ","PROCEDURE",,,"OCCLUDE ABD VEIN NEC     "
100570,"3888 ","PROCEDURE",,,"OCCLUDE LEG ARTERY NEC   "
100571,"3889 ","PROCEDURE",,,"OCCLUDE LEG VEIN NEC     "
100572,"3891 ","PROCEDURE",,,"ARTERIAL CATHETERIZATION "
100573,"3892 ","PROCEDURE",,,"UMBILICAL VEIN CATH      "
100574,"3893 ","PROCEDURE",,,"VENOUS CATHETER NEC      "
100575,"3894 ","PROCEDURE",,,"VENOUS CUTDOWN           "
100576,"3895 ","PROCEDURE",,,"VENOUS CATH FOR RENAL DI "
100577,"3898 ","PROCEDURE",,,"ARTERIAL PUNCTURE NEC    "
100578,"3899 ","PROCEDURE",,,"VENOUS PUNCTURE NEC      "
100579,"391  ","PROCEDURE",,,"INTRA-ABD VENOUS SHUNT   "
100580,"3921 ","PROCEDURE",,,"CAVAL-PULMON ART ANASTOM "
100581,"3922 ","PROCEDURE",,,"AORTA-SUBCLV-CAROT BYPAS "
100582,"3923 ","PROCEDURE",,,"INTRATHORACIC SHUNT NEC  "
100583,"3924 ","PROCEDURE",,,"AORTA-RENAL BYPASS       "
100584,"3925 ","PROCEDURE",,,"AORTA-ILIAC-FEMOR BYPASS "
100585,"3926 ","PROCEDURE",,,"INTRA-ABDOMIN SHUNT NEC  "
100586,"3927 ","PROCEDURE",,,"DIALYSIS ARTERIOVENOSTOM "
100587,"3928 ","PROCEDURE",,,"EXTRA-INTRA VASC BYPASS  "
100588,"3929 ","PROCEDURE",,,"VASC SHUNT & BYPASS NEC  "
100589,"3930 ","PROCEDURE",,,"SUTURE OF VESSEL NOS     "
100590,"3931 ","PROCEDURE",,,"SUTURE OF ARTERY         "
100591,"3932 ","PROCEDURE",,,"SUTURE OF VEIN           "
100592,"3941 ","PROCEDURE",,,"POSTOP VASC OP HEM CONTR "
100593,"3942 ","PROCEDURE",,,"REVIS REN DIALYSIS SHUNT "
100594,"3943 ","PROCEDURE",,,"REMOV REN DIALYSIS SHUNT "
100595,"3949 ","PROCEDURE",,,"VASC PROC REVISION NEC   "
100596,"3950 ","PROCEDURE",,,"ANGIOPLASTY OR ATHERECTO "
100597,"3951 ","PROCEDURE",,,"CLIPPING OF ANEURYSM     "
100598,"3952 ","PROCEDURE",,,"ANEURYSM REPAIR NEC      "
100599,"3953 ","PROCEDURE",,,"ARTERIOVEN FISTULA REP   "
60199,"123 ","HFCA_DRG",,,"CIRCULATORY DISORDERS W AMI, EXPIRED    "
60200,"123 ","HFCA_DRG",,,"NEUROLOGICAL EYE DISORDERS              "
60201,"124 ","HFCA_DRG",,,"CIRCULATORY DISORDERS EXCEPT AMI, W CARD"
60202,"124 ","HFCA_DRG",,,"OTHER DISORDERS OF THE EYE W MCC        "
60203,"125 ","HFCA_DRG",,,"CIRCULATORY DISORDERS EXCEPT AMI, W CARD"
60204,"125 ","HFCA_DRG",,,"OTHER DISORDERS OF THE EYE W/O MCC      "
60205,"126 ","HFCA_DRG",,,"ACUTE & SUBACUTE ENDOCARDITIS           "
60206,"127 ","HFCA_DRG",,,"HEART FAILURE & SHOCK                   "
60207,"129 ","HFCA_DRG",,,"CARDIAC ARREST, UNEXPLAINED             "
60208,"129 ","HFCA_DRG",,,"MAJOR HEAD & NECK PROCEDURES W CC/MCC OR"
60209,"130 ","HFCA_DRG",,,"MAJOR HEAD & NECK PROCEDURES W/O CC/MCC "
60210,"130 ","HFCA_DRG",,,"PERIPHERAL VASCULAR DISORDERS WITH CC   "
60211,"131 ","HFCA_DRG",,,"CRANIAL/FACIAL PROCEDURES W CC/MCC      "
60212,"131 ","HFCA_DRG",,,"PERIPHERAL VASCULAR DISORDERS W/O CC    "
60213,"132 ","HFCA_DRG",,,"ATHEROSCLEROSIS WITH CC                 "
60214,"133 ","HFCA_DRG",,,"ATHEROSCLEROSIS W/O CC                  "
60215,"133 ","HFCA_DRG",,,"OTHER EAR, NOSE, MOUTH & THROAT O.R. PRO"
60216,"134 ","HFCA_DRG",,,"HYPERTENSION                            "
60217,"134 ","HFCA_DRG",,,"OTHER EAR, NOSE, MOUTH & THROAT O.R. PRO"
60218,"135 ","HFCA_DRG",,,"CARDIAC CONGENITAL & VALVULAR DISORDERS "
60219,"136 ","HFCA_DRG",,,"CARDIAC CONGENITAL & VALVULAR DISORDERS "
60220,"137 ","HFCA_DRG",,,"CARDIAC CONGENITAL & VALVULAR DISORDERS "
60221,"137 ","HFCA_DRG",,,"MOUTH PROCEDURES W CC/MCC               "
60222,"138 ","HFCA_DRG",,,"CARDIAC ARRHYTHMIA & CONDUCTION DISORDER"
60223,"139 ","HFCA_DRG",,,"CARDIAC ARRHYTHMIA & CONDUCTION DISORDER"
60224,"139 ","HFCA_DRG",,,"SALIVARY GLAND PROCEDURES               "
60225,"140 ","HFCA_DRG",,,"ANGINA PECTORIS                         "
60226,"141 ","HFCA_DRG",,,"SYNCOPE & COLLAPSE WITH CC              "
60227,"142 ","HFCA_DRG",,,"SYNCOPE & COLLAPSE W/O CC               "
60228,"143 ","HFCA_DRG",,,"CHEST PAIN                              "
60229,"144 ","HFCA_DRG",,,"OTHER CIRCULATORY SYSTEM DIAGNOSES W CC "
60230,"145 ","HFCA_DRG",,,"OTHER CIRCULATORY SYSTEM DIAGNOSES W/O C"
60231,"146 ","HFCA_DRG",,,"EAR, NOSE, MOUTH & THROAT MALIGNANCY W M"
60232,"146 ","HFCA_DRG",,,"RECTAL RESECTION WITH CC                "
60233,"147 ","HFCA_DRG",,,"EAR, NOSE, MOUTH & THROAT MALIGNANCY W C"
60234,"148 ","HFCA_DRG",,,"MAJOR SMALL & LARGE BOWEL PROCEDURES WIT"
60235,"149 ","HFCA_DRG",,,"DYSEQUILIBRIUM                          "
60236,"149 ","HFCA_DRG",,,"MAJOR SMALL & LARGE BOWEL PROCEDURES W/O"
60237,"150 ","HFCA_DRG",,,"EPISTAXIS W MCC                         "
60238,"150 ","HFCA_DRG",,,"PERITONEAL ADHESIOLYSIS WITH CC         "
60239,"151 ","HFCA_DRG",,,"EPISTAXIS W/O MCC                       "
60240,"152 ","HFCA_DRG",,,"MINOR SMALL & LARGE BOWEL PROCEDURES WIT"
60241,"152 ","HFCA_DRG",,,"OTITIS MEDIA & URI W MCC                "
60242,"153 ","HFCA_DRG",,,"OTITIS MEDIA & URI W/O MCC              "
60243,"154 ","HFCA_DRG",,,"NASAL TRAUMA & DEFORMITY W MCC          "
60244,"154 ","HFCA_DRG",,,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSE"
60245,"154 ","HFCA_DRG",,,"STOMACH, ESOPHAGEAL & DUODENAL PROCEDURE"
60246,"155 ","HFCA_DRG",,,"NASAL TRAUMA & DEFORMITY W CC           "
60247,"155 ","HFCA_DRG",,,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSE"
60248,"155 ","HFCA_DRG",,,"STOMACH, ESOPHAGEAL & DUODENAL PROCEDURE"
60249,"156 ","HFCA_DRG",,,"NASAL TRAUMA & DEFORMITY W/O CC/MCC     "
60250,"156 ","HFCA_DRG",,,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSE"
60251,"157 ","HFCA_DRG",,,"ANAL & STOMAL PROCEDURES WITH CC        "
60252,"157 ","HFCA_DRG",,,"DENTAL & ORAL DISEASES W MCC            "
60253,"158 ","HFCA_DRG",,,"ANAL & STOMAL PROCEDURES W/O CC         "
60254,"158 ","HFCA_DRG",,,"DENTAL & ORAL DISEASES W CC             "
60255,"159 ","HFCA_DRG",,,"DENTAL & ORAL DISEASES W/O CC/MCC       "
60256,"159 ","HFCA_DRG",,,"HERNIA PROCEDURES EXCEPT INGUINAL & FEMO"
60257,"160 ","HFCA_DRG",,,"HERNIA PROCEDURES EXCEPT INGUINAL & FEMO"
60258,"161 ","HFCA_DRG",,,"INGUINAL & FEMORAL HERNIA PROCEDURES AGE"
60259,"163 ","HFCA_DRG",,,"MAJOR CHEST PROCEDURES W MCC            "
60260,"164 ","HFCA_DRG",,,"APPENDECTOMY W COMPLICATED PRINCIPAL DIA"
60261,"164 ","HFCA_DRG",,,"MAJOR CHEST PROCEDURES W CC             "
60262,"165 ","HFCA_DRG",,,"MAJOR CHEST PROCEDURES W/O CC/MCC       "
60263,"166 ","HFCA_DRG",,,"APPENDECTOMY W/O COMPLICATED PRINCIPAL D"
60264,"166 ","HFCA_DRG",,,"OTHER RESP SYSTEM O.R. PROCEDURES W MCC "
60265,"167 ","HFCA_DRG",,,"OTHER RESP SYSTEM O.R. PROCEDURES W CC  "
60266,"168 ","HFCA_DRG",,,"MOUTH PROCEDURES WITH CC                "
60267,"168 ","HFCA_DRG",,,"OTHER RESP SYSTEM O.R. PROCEDURES W/O CC"
60268,"169 ","HFCA_DRG",,,"MOUTH PROCEDURES W/O CC                 "
60269,"170 ","HFCA_DRG",,,"OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W"
60270,"171 ","HFCA_DRG",,,"OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W"
60271,"172 ","HFCA_DRG",,,"DIGESTIVE MALIGNANCY WITH CC            "
60272,"174 ","HFCA_DRG",,,"G.I. HEMORRHAGE WITH CC                 "
60273,"175 ","HFCA_DRG",,,"G.I. HEMORRHAGE W/O CC                  "
60274,"175 ","HFCA_DRG",,,"PULMONARY EMBOLISM W MCC                "
60275,"176 ","HFCA_DRG",,,"COMPLICATED PEPTIC ULCER                "
60276,"176 ","HFCA_DRG",,,"PULMONARY EMBOLISM W/O MCC              "
60277,"177 ","HFCA_DRG",,,"RESPIRATORY INFECTIONS & INFLAMMATIONS W"
60278,"178 ","HFCA_DRG",,,"RESPIRATORY INFECTIONS & INFLAMMATIONS W"
60279,"179 ","HFCA_DRG",,,"INFLAMMATORY BOWEL DISEASE              "
60280,"180 ","HFCA_DRG",,,"G.I. OBSTRUCTION WITH CC                "
60281,"180 ","HFCA_DRG",,,"RESPIRATORY NEOPLASMS W MCC             "
60282,"181 ","HFCA_DRG",,,"G.I. OBSTRUCTION W/O CC                 "
60283,"181 ","HFCA_DRG",,,"RESPIRATORY NEOPLASMS W CC              "
60284,"182 ","HFCA_DRG",,,"ESOPHAGITIS, GASTROENT & MISC DIGEST DIS"
60285,"183 ","HFCA_DRG",,,"ESOPHAGITIS, GASTROENT & MISC DIGEST DIS"
60286,"183 ","HFCA_DRG",,,"MAJOR CHEST TRAUMA W MCC                "
60287,"184 ","HFCA_DRG",,,"ESOPHAGITIS, GASTROENT & MISC DIGEST DIS"
60288,"184 ","HFCA_DRG",,,"MAJOR CHEST TRAUMA W CC                 "
60289,"185 ","HFCA_DRG",,,"DENTAL & ORAL DIS EXCEPT EXTRACTIONS & R"
60290,"185 ","HFCA_DRG",,,"MAJOR CHEST TRAUMA W/O CC/MCC           "
60291,"186 ","HFCA_DRG",,,"PLEURAL EFFUSION W MCC                  "
60292,"187 ","HFCA_DRG",,,"DENTAL EXTRACTIONS & RESTORATIONS       "
60293,"188 ","HFCA_DRG",,,"OTHER DIGESTIVE SYSTEM DIAGNOSES AGE >17"
60294,"189 ","HFCA_DRG",,,"OTHER DIGESTIVE SYSTEM DIAGNOSES AGE >17"
60295,"189 ","HFCA_DRG",,,"PULMONARY EDEMA & RESPIRATORY FAILURE   "
60296,"190 ","HFCA_DRG",,,"CHRONIC OBSTRUCTIVE PULMONARY DISEASE W "
60297,"190 ","HFCA_DRG",,,"OTHER DIGESTIVE SYSTEM DIAGNOSES AGE 0-1"
100600,"3954 ","PROCEDURE",,,"RE-ENTRY OPERATION       "
100601,"3955 ","PROCEDURE",,,"REIMPLAN ABERR RENAL VES "
100602,"3956 ","PROCEDURE",,,"REPAIR VESS W TIS PATCH  "
100603,"3957 ","PROCEDURE",,,"REP VESS W SYNTH PATCH   "
100604,"3958 ","PROCEDURE",,,"REPAIR VESS W PATCH NOS  "
100605,"3959 ","PROCEDURE",,,"REPAIR OF VESSEL NEC     "
100606,"3961 ","PROCEDURE",,,"EXTRACORPOREAL CIRCULAT  "
100607,"3962 ","PROCEDURE",,,"HYPOTHERMIA W OPEN HEART "
100608,"3963 ","PROCEDURE",,,"CARDIOPLEGIA             "
100609,"3964 ","PROCEDURE",,,"INTRAOP CARDIAC PACEMAK  "
100610,"3965 ","PROCEDURE",,,"EXTRCOR. MEMBRANE OXYGEN "
100611,"3966 ","PROCEDURE",,,"PERCUT CARDIOPULMONARY B "
100612,"3971 ","PROCEDURE",,,"ENDOVAS IMPLNT GRPH ABDM "
100613,"3972 ","PROCEDURE",,,"ENDOVASCULAR EMBOL/OCCLU "
100614,"3973 ","PROCEDURE",,,"ENDOVASCULAR IMPLANTATIO "
100615,"3974 ","PROCEDURE",,,"ENDOVASCULAR REMOVAL OBS "
100616,"3975 ","PROCEDURE",,,"ENDO EMBOL BARE COIL     "
100617,"3979 ","PROCEDURE",,,"OTH ENDOVASCULAR PROC    "
100618,"3990 ","PROCEDURE",,,"INSERT NON-DRUG-ELUTING  "
100619,"3991 ","PROCEDURE",,,"FREEING OF VESSEL        "
100620,"3992 ","PROCEDURE",,,"VEIN INJECT-SCLEROS AGNT "
100621,"3993 ","PROCEDURE",,,"INSERT VES-TO-VES CANNUL "
100622,"3995 ","PROCEDURE",,,"HEMODIALYSIS             "
100623,"3998 ","PROCEDURE",,,"HEMORRHAGE CONTROL NOS   "
100624,"3999 ","PROCEDURE",,,"VESSEL OPERATION NEC     "
100625,"400  ","PROCEDURE",,,"INCIS LYMPHATIC STRUCTUR "
100626,"4011 ","PROCEDURE",,,"LYMPHATIC STRUCT BIOPSY  "
100627,"4019 ","PROCEDURE",,,"LYMPHATIC DIAG PROC NEC  "
100628,"4021 ","PROCEDURE",,,"EXCIS DEEP CERVICAL NODE "
100629,"4022 ","PROCEDURE",,,"EXCISE INT MAMMARY NODE  "
100630,"4023 ","PROCEDURE",,,"EXCISE AXILLARY NODE     "
100631,"4024 ","PROCEDURE",,,"EXCISE INGUINAL NODE     "
100632,"4029 ","PROCEDURE",,,"SIMP EXC LYMPH STRUC NEC "
100633,"403  ","PROCEDURE",,,"REGIONAL LYMPH NODE EXC  "
100634,"4041 ","PROCEDURE",,,"UNILAT RAD NECK DISSECT  "
100635,"4042 ","PROCEDURE",,,"BILAT RAD NECK DISSECT   "
100636,"4052 ","PROCEDURE",,,"RAD DISSEC PERIAORT NODE "
100637,"4053 ","PROCEDURE",,,"RAD DISSECT ILIAC NODES  "
100638,"4054 ","PROCEDURE",,,"RADICAL GROIN DISSECTION "
100639,"4059 ","PROCEDURE",,,"RAD NODE DISSECTION NEC  "
100640,"4064 ","PROCEDURE",,,"LIGATE THORACIC DUCT     "
100641,"4069 ","PROCEDURE",,,"THORACIC DUCT OP NEC     "
100642,"409  ","PROCEDURE",,,"LYMPH STRUCTURE OP NEC   "
100643,"4101 ","PROCEDURE",,,"AUTOLOGOUS BONE MARROW T "
100644,"4103 ","PROCEDURE",,,"ALLOGENIC MARROW TRANS/N "
100645,"4104 ","PROCEDURE",,,"AUTO HEMTOP STEM CELL TR "
100646,"4105 ","PROCEDURE",,,"ALLOGENEIC HEMATOPOIECTI "
100647,"4106 ","PROCEDURE",,,"CORD BLOOD STEM CELL TRA "
100648,"4108 ","PROCEDURE",,,"ALLOG STEM CELL TRANSPLT "
100649,"412  ","PROCEDURE",,,"SPLENOTOMY               "
100650,"4131 ","PROCEDURE",,,"BONE MARROW BIOPSY       "
100651,"4132 ","PROCEDURE",,,"SPLEEN BIOPSY - CLOSED   "
100652,"4139 ","PROCEDURE",,,"SPLEEN DIAGNOST PROC NEC "
100653,"4142 ","PROCEDURE",,,"EXC SPLENIC LESION/TISS  "
100654,"4143 ","PROCEDURE",,,"PARTIAL SPLENECTOMY      "
100655,"415  ","PROCEDURE",,,"TOTAL SPLENECTOMY        "
100656,"4191 ","PROCEDURE",,,"DONOR MARROW ASPIRATION  "
100657,"4193 ","PROCEDURE",,,"EXC OF ACCESSORY SPLEEN  "
100658,"4195 ","PROCEDURE",,,"REPAIR OF SPLEEN         "
100659,"4198 ","PROCEDURE",,,"BONE MARROW OPS NEC      "
100660,"4210 ","PROCEDURE",,,"ESOPHAGOSTOMY NOS        "
100661,"4222 ","PROCEDURE",,,"ESOPHAGOSCOPY THRU STOMA "
100662,"4223 ","PROCEDURE",,,"ESOPHAGOSCOPY NEC        "
100663,"4224 ","PROCEDURE",,,"ENDOSCOPIC BX ESOPHAGUS  "
100664,"4232 ","PROCEDURE",,,"LOCAL EXCIS ESOPHAG NEC  "
100665,"4233 ","PROCEDURE",,,"EXC/DEST LESION ESOPHAG, "
100666,"4240 ","PROCEDURE",,,"ESOPHAGECTOMY NOS        "
100667,"4241 ","PROCEDURE",,,"PARTIAL ESOPHAGECTOMY    "
100668,"4242 ","PROCEDURE",,,"TOTAL ESOPHAGECTOMY      "
100669,"4251 ","PROCEDURE",,,"THORAC ESOPHAGOESOPHAGOS "
100670,"4252 ","PROCEDURE",,,"THORAC ESOPHAGOGASTROST  "
100671,"4254 ","PROCEDURE",,,"THORAC ESOPHAGOENTER NEC "
100672,"4255 ","PROCEDURE",,,"THORAC LG BOWEL INTERPOS "
100673,"4258 ","PROCEDURE",,,"THORAC INTERPOSITION NEC "
100674,"4262 ","PROCEDURE",,,"STERN ESOPHAGOGASTROSTOM "
100675,"4269 ","PROCEDURE",,,"STERN ESOPHAG ANAST NEC  "
100676,"427  ","PROCEDURE",,,"ESOPHAGOMYOTOMY          "
100677,"4281 ","PROCEDURE",,,"INSERT PERM TUBE ESOPHAG "
100678,"4282 ","PROCEDURE",,,"SUTURE ESOPHAGEAL LACER  "
100679,"4284 ","PROCEDURE",,,"ESOPH FISTULA REPAIR NEC "
100680,"4287 ","PROCEDURE",,,"ESOPHAGEAL GRAFT NEC     "
100681,"4289 ","PROCEDURE",,,"ESOPHAGEAL REPAIR NEC    "
100682,"4291 ","PROCEDURE",,,"INJECT/LIGAT ESOPH VARIX "
100683,"4292 ","PROCEDURE",,,"ESOPHAGEAL DILATION      "
100684,"430  ","PROCEDURE",,,"GASTROTOMY               "
100685,"4311 ","PROCEDURE",,,"PERCUTANEOUS GASTROSTOMY "
100686,"4319 ","PROCEDURE",,,"OTHER GASTROSTOMY        "
100687,"433  ","PROCEDURE",,,"PYLOROMYOTOMY            "
100688,"4341 ","PROCEDURE",,,"GASTRIC POLYPECTOMY      "
100689,"4342 ","PROCEDURE",,,"LOCAL GASTR EXCISION NEC "
100690,"4349 ","PROCEDURE",,,"LOCAL GASTR DESTRUCT NEC "
100691,"435  ","PROCEDURE",,,"PROXIMAL GASTRECTOMY     "
100692,"437  ","PROCEDURE",,,"PART GASTREC W JEJ ANAST "
100693,"4389 ","PROCEDURE",,,"PARTIAL GASTRECTOMY NEC  "
100694,"4391 ","PROCEDURE",,,"TOT GAST W INTES INTERPO "
100695,"4399 ","PROCEDURE",,,"TOTAL GASTRECTOMY NEC    "
100696,"4401 ","PROCEDURE",,,"TRUNCAL VAGOTOMY         "
100697,"4402 ","PROCEDURE",,,"HIGHLY SELECT VAGOTOMY   "
100698,"4403 ","PROCEDURE",,,"SELECTIVE VAGOTOMY NEC   "
100699,"4411 ","PROCEDURE",,,"TRANSABDOMIN GASTROSCOPY "
100700,"4412 ","PROCEDURE",,,"GASTROSCOPY THRU STOMA   "
100701,"4413 ","PROCEDURE",,,"GASTROSCOPY NEC          "
100702,"4414 ","PROCEDURE",,,"ENDOSCOPIC STOMACH BX-CL "
100703,"4415 ","PROCEDURE",,,"STOMACH BIOPSY - OPEN    "
100704,"4419 ","PROCEDURE",,,"GASTRIC DIAGNOS PROC NEC "
100705,"4422 ","PROCEDURE",,,"ENDOSCOPIC DILATION OF P "
100706,"4429 ","PROCEDURE",,,"OTHER PYLOROPLASTY       "
100707,"4431 ","PROCEDURE",,,"HIGH GASTRIC BYPASS      "
100708,"4432 ","PROCEDURE",,,"PERCUTANEOUS GASTROJEJUN "
100709,"4438 ","PROCEDURE",,,"LAPAROSCOPIC GASTROENTER "
100710,"4439 ","PROCEDURE",,,"GASTROENTEROSTOMY NEC    "
100711,"4441 ","PROCEDURE",,,"SUT GASTRIC ULCER SITE   "
100712,"4442 ","PROCEDURE",,,"SUTURE DUODEN ULCER SITE "
100713,"4443 ","PROCEDURE",,,"CONTROL GASTRIC/DUOD BLE "
100714,"4444 ","PROCEDURE",,,"TRANSCATH EMBOLIZ, GASTR "
100715,"4449 ","PROCEDURE",,,"OTHER CONT HEMOR OF STOM "
100716,"445  ","PROCEDURE",,,"REVISION GASTRIC ANASTOM "
100717,"4461 ","PROCEDURE",,,"SUTURE GASTRIC LACERAT   "
100718,"4462 ","PROCEDURE",,,"GASTROSTOMY CLOSURE      "
100719,"4463 ","PROCEDURE",,,"CLOSE GASTRIC FISTUL NEC "
100720,"4465 ","PROCEDURE",,,"ESOPHAGOGASTROPLASTY     "
100721,"4466 ","PROCEDURE",,,"CREAT ESOPHAGASTR SPHINC "
100722,"4467 ","PROCEDURE",,,"LAPAROSCOPIC PROCEDURES  "
100723,"4469 ","PROCEDURE",,,"GASTRIC REPAIR NEC       "
60298,"191 ","HFCA_DRG",,,"CHRONIC OBSTRUCTIVE PULMONARY DISEASE W "
60299,"191 ","HFCA_DRG",,,"PANCREAS, LIVER & SHUNT PROCEDURES      "
60300,"191 ","HFCA_DRG",,,"PANCREAS, LIVER & SHUNT PROCEDURES W CC "
60301,"191 ","HFCA_DRG",,,"PANCREAS, LIVER & SHUNT PROCEDURES WITH "
60302,"192 ","HFCA_DRG",,,"CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/"
60303,"192 ","HFCA_DRG",,,"PANCREAS, LIVER & SHUNT PROCEDURES      "
60304,"192 ","HFCA_DRG",,,"PANCREAS, LIVER & SHUNT PROCEDURES W/O C"
60305,"193 ","HFCA_DRG",,,"BILIARY TRACT PROC EXCEPT ONLY CHOLECYST"
60306,"193 ","HFCA_DRG",,,"BILIARY TRACT PROC W CC EXCEPT ONLY TOT "
60307,"193 ","HFCA_DRG",,,"SIMPLE PNEUMONIA & PLEURISY W MCC       "
60308,"194 ","HFCA_DRG",,,"BILIARY TRACT PROC EXCEPT ONLY CHOLECYST"
60309,"194 ","HFCA_DRG",,,"BILIARY TRACT PROC W/O CC EXCEPT ONLY TO"
60310,"194 ","HFCA_DRG",,,"SIMPLE PNEUMONIA & PLEURISY W CC        "
60311,"195 ","HFCA_DRG",,,"SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC  "
60312,"195 ","HFCA_DRG",,,"TOTAL CHOLECYSTECTOMY W C.D.E. WITH CC  "
60313,"196 ","HFCA_DRG",,,"INTERSTITIAL LUNG DISEASE W MCC         "
60314,"196 ","HFCA_DRG",,,"TOTAL CHOLECYSTECTOMY W C.D.E. W/O CC   "
60315,"197 ","HFCA_DRG",,,"INTERSTITIAL LUNG DISEASE W CC          "
60316,"197 ","HFCA_DRG",,,"TOTAL CHOLECYSTECTOMY EXCEPT BY LAPAROSC"
60317,"198 ","HFCA_DRG",,,"INTERSTITIAL LUNG DISEASE W/O CC/MCC    "
60318,"199 ","HFCA_DRG",,,"HEPATOBILIARY DIAGNOSTIC PROCEDURE FOR M"
60319,"199 ","HFCA_DRG",,,"PNEUMOTHORAX W MCC                      "
60320,"200 ","HFCA_DRG",,,"HEPATOBILIARY DIAGNOSTIC PROCEDURE FOR N"
60321,"200 ","HFCA_DRG",,,"PNEUMOTHORAX W CC                       "
60322,"201 ","HFCA_DRG",,,"OTHER HEPATOBILIARY OR PANCREAS O.R. PRO"
60323,"201 ","HFCA_DRG",,,"PNEUMOTHORAX W/O CC/MCC                 "
60324,"202 ","HFCA_DRG",,,"BRONCHITIS & ASTHMA W CC/MCC            "
60325,"202 ","HFCA_DRG",,,"CIRRHOSIS & ALCOHOLIC HEPATITIS         "
60326,"203 ","HFCA_DRG",,,"BRONCHITIS & ASTHMA W/O CC/MCC          "
60327,"203 ","HFCA_DRG",,,"MALIGNANCY OF HEPATOBILIARY SYSTEM OR PA"
60328,"204 ","HFCA_DRG",,,"DISORDERS OF PANCREAS EXCEPT MALIGNANCY "
60329,"204 ","HFCA_DRG",,,"RESPIRATORY SIGNS & SYMPTOMS            "
60330,"205 ","HFCA_DRG",,,"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC"
60331,"205 ","HFCA_DRG",,,"OTHER RESPIRATORY SYSTEM DIAGNOSES W MCC"
60332,"206 ","HFCA_DRG",,,"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC"
60333,"206 ","HFCA_DRG",,,"OTHER RESPIRATORY SYSTEM DIAGNOSES W/O M"
60334,"207 ","HFCA_DRG",,,"DISORDERS OF THE BILIARY TRACT WITH CC  "
60335,"207 ","HFCA_DRG",,,"RESPIRATORY SYSTEM DIAGNOSIS W VENTILATO"
60336,"208 ","HFCA_DRG",,,"DISORDERS OF THE BILIARY TRACT W/O CC   "
60337,"208 ","HFCA_DRG",,,"RESPIRATORY SYSTEM DIAGNOSIS W VENTILATO"
60338,"209 ","HFCA_DRG",,,"MAJOR JOINT & LIMB REATTACHMENT PROCEDUR"
