ITEMID,LABEL,CATEGORY
6307,"stool/fistula",
6309,"Drain Out #7 Wound Vac",
6310,".9% Normal Saline 85.0ml","IV Drips"
6312,"nutramigen24","Free Form Intake"
6313,"6% Hespan","Free Form Intake"
6315,"LT paracentesis",
6317,"Pe 30 po","Free Form Intake"
6318,"NaAcetate in H2O","Free Form Intake"
6320,"L ARM",
6321,"left fem angio site",
6323,"D5W w/30mmolNaPhos","Free Form Intake"
6324,"D10W 4.6cc","Fluid Bolus"
6326,"Left forearm angio",
6328,"Pe 28 po","Free Form Intake"
6330,"octreotide gtt","Free Form Intake"
6331,"Nutren Pulmonary 2000.0str","IV Drips"
6333,"Pe 26","Free Form Intake"
6334,"OR Out",
6336,"10% Dextran 40/D5W","Free Form Intake"
6338,"Enfamil 26 Po","Free Form Intake"
6339,"pe28","Free Form Intake"
6340,"Bupivicaine","Free Form Intake"
6342,"Enfacare 26 NG","Free Form Intake"
6343,"E26","Free Form Intake"
6345,"BM + 2HMF","Free Form Intake"
6346,"PND8.5 with hep 0.5u","Free Form Intake"
6348,"BM 4HMF","Free Form Intake"
6349,"Vac",
6350,"Siloh Drainage",
6352,"VAC CHEST DRESSING",
6353,"osh ivf of ns","Free Form Intake"
6355,"0.9%NS with 40KCL","Free Form Intake"
6357,"NSS WITH MULTIVIT","Free Form Intake"
6358,"Sodium phosphate","Free Form Intake"
6360,"ivf from osh","Free Form Intake"
6361,"D5W +3 Amps NaHco3","Free Form Intake"
6363,"na acetate w/ hep","Free Form Intake"
6364,"KPo4 30mmol /NS","Free Form Intake"
6366,"fasciotomy","Free Form Intake"
6367,"angio suite","Free Form Intake"
6370,"Cerebral Drain #1",
6372,"JP #1 Lateral",
6374,"Paracentecis",
6377,"TPN D11.0 1.0cc","IV Nutrition"
6378,"OR Crystalloid 500.0ml","IV Infusions"
6379,"ProBalance 2000.0str","IV Infusions"
6381,"Replete 250.0str","IV Drips"
6383,"D5W/0.9NS with meds","Free Form Intake"
6384,"plasma pheresis in","Free Form Intake"
6386,"Enf 28 2cal corn oil","Free Form Intake"
6387,"Enfacare26","Free Form Intake"
6389,"CRRT FLUSH","Free Form Intake"
6390,"N/S  K PHOS 30MMOL","Free Form Intake"
6391,"7.7MEq NaAcetate","Free Form Intake"
6393,"PE 26 cal","Free Form Intake"
6394,"Peritoneal dialysis",
6396,"D5W 125.0ml + 250mghr Ativan","IV Infusions"
6398,"R Thoracentesis",
6399,"Drain Out #3 JP Medial",
6402,"D5NS 50.0ml","IV Infusions"
6404,"crystalloid from f10","Free Form Intake"
6405,"Nutren Pulmonary 300.0str","IV Drips"
6407,"ED PRBC","Free Form Intake"
6408,"angio crystaloids","Free Form Intake"
6410,"angio FFP","Free Form Intake"
6412,"Nutramigin 26 PO","Free Form Intake"
6413,"peritoneal puncture",
6415,"wound pouch",
6416,"BM+4cal prosobee","Free Form Intake"
6418,"ER ffp","Free Form Intake"
6420,"PE26 PG","Free Form Intake"
6421,"PE 26cals","Free Form Intake"
6422,"rescue line flush","Free Form Intake"
6425,"D5/.45NS 1200.0ml","IV Infusions"
6426,"Br Milk FS PO 1.0cc","PO Feeding"
6428,"N/S +ETOPOSIDE","Free Form Intake"
6429,"sodium phosphate 15m","Free Form Intake"
6430,"Open ABD wound",
6431,"1/2 NaAce w1/2 uHep","Free Form Intake"
6432,"7.7 meq NaAcetate","Free Form Intake"
6433,"Na Acetate","Free Form Intake"
6434,"Na Acetate with hep","Free Form Intake"
6435,"Wound Vac",
6436,"U/O /kg/hour",
6437,"Ensure 500.0ml","IV Infusions"
6438,"PE26NG","Free Form Intake"
6439,"7.7meqNaAc w1/2uhep","Free Form Intake"
6440,"PE26PO","Free Form Intake"
6441,"19.25 neq Na Acetate","Free Form Intake"
6442,"TPN D5.5","Free Form Intake"
6443,"PE 26cal","Free Form Intake"
6444,"Flash pack","Free Form Intake"
6445,"PO PE 30","Free Form Intake"
6446,"TPN D7.5 100.0cc","IV Nutrition"
6447,"PN D9.5","Free Form Intake"
6448,"PN D 8.5","Free Form Intake"
5099,"D10W 25.0cc + 1mcgkgmin Epinephrine Drip","IV Drips"
5100,"Promote w/fiber 475.0str","IV Drips"
5101,"Gentamycin chest irt","Free Form Intake"
5102,"Lactated Ringers 3000.0ml","IV Infusions"
5103,"Phoresis intake","Free Form Intake"
5104,"CUTANEOUS WOUND DRG",
5105,"TPN 1693.0ml","IV Drips"
5106,"D5W 660.0ml","IV Infusions"
5107,"1/2 promote/fibre  e","Free Form Intake"
5108,"D5W/amino acid 4.25%","Free Form Intake"
5109,"effluent",
5110,"Hemoptysis",
5111,"Fresh Frozen Plasma 268.0ml","IV Infusions"
5112,"Fresh Frozen Plasma 300.0ml","IV Infusions"
5113,"Packed RBC's 380.0ml","IV Drips"
5114,"D5W&Mucomyst","Free Form Intake"
5115,"effluent retained","Free Form Intake"
5116,".9 NS CBI","Free Form Intake"
5117,"LUE drainbag",
5118,"RUE drainbag",
5119,"Gentamycin Chest Irn","Free Form Intake"
5120,"Paracentesis Output",
5121,"Penrose drains",
5122,"D5W 2400.0ml","IV Infusions"
5123,"Packed RBC's 284.0ml","IV Infusions"
5124,"GT Flush 30.0ml","IV Drips"
5125,"KVO","Free Form Intake"
5126,"1/2 impact /fibre","Free Form Intake"
5127,"NeoSure NG","NG Feeding"
5128,"15mmol NaPhos","Free Form Intake"
5129,"TPN w/Lipids 1520.0ml","IV Nutrition"
5130,"C.O. INJECTATE","Free Form Intake"
5131,"D5W Bicarb","Free Form Intake"
5133,"ns with Na Phos 15 m","Free Form Intake"
5134,"OR Cryocipretate","Free Form Intake"
5135,"Br Milk FS NG 105.0cc","NG Feeding"
5137,"NS cc/cc","Free Form Intake"
5138,"N/A 250.0vl + 250mcgkgmin Argatroban","IV Drips"
5139,"Taxol","Free Form Intake"
5140,"IV DYE","Free Form Intake"
5141,"today at falmout","Free Form Intake"
5143,"pd fluid in","Free Form Intake"
5145,"Promote w/fiber 2581.0str","PO/Gastric"
5147,"output from vicu",
5148,"Promote w/fiber 280.0str","Tube Feeding"
5150,"quick mix tpn","Free Form Intake"
5151,"Pulmonary","Free Form Intake"
5153,"vag/peri",
5154,"Free H20 bolus","Free Form Intake"
5156,"10meq k+/100","Free Form Intake"
5157,"ca+ gtt for cvvh","Free Form Intake"
5158,"D5W 100.0ml + 10mcgkgmin Narcan","Cath Lab Intake"
4853,"wound drain",
4270,"HD removal",
4271,"S 20 Fe PO 185.0ml","PO Feeding"
4272,"3% Normal Saline 120.0ml","IV Infusions"
4274,"D5W 250.0ml + 25mcgkgmin Neosynephrine-k","IV Drips"
4275,"D5W 50.0cc + 125mcgkgmin Dopamine Drip","IV Drips"
4276,"ER IV fluid","Free Form Intake"
4277,"water flush","Free Form Intake"
4280,"D5W 50.0cc + 120mcgkgmin Dopamine Drip","IV Drips"
4281,"D5W 450.0ml","IV Drips"
4283,"D5W 250.0ml + 125mcgkgmin Nicardipine","IV Infusions"
4284,"D5W 1000.0ml + 8mcgkgmin Levophed-k","IV Drips"
4285,"TPN D10.0 250.0cc","IV Nutrition"
4287,"OR Cryo","Free Form Intake"
4288,"D5/.45NS 54.0ml","IV Infusions"
4289,"pigtail flush","Free Form Intake"
4291,"FISTULA",
4292,"BICARB 150 MEQ","Free Form Intake"
4294,"ice chips","Free Form Intake"
4295,"HD REMOVED",
4297,"ON FLOOR","Free Form Intake"
4298,".9% Normal Saline 250.0ml + 250mghr Dilaudid","IV Drips"
4299,".9% Normal Saline 100.0ml + 100mcgkghr Ketamine","IV Drips"
4300,".9% Normal Saline 500.0ml + 500mghr Midazolam","IV Drips"
4302,"Neosure 20 NG","Free Form Intake"
4303,"Sim 28","Free Form Intake"
4304,"Gtube flush","Free Form Intake"
4305,"BAROCAT","Free Form Intake"
4306,"methadone","Free Form Intake"
4307,".9% Normal Saline 250.0ml + 250mcgkghr Ketamine","IV Drips"
4308,"D5W 100.0ml + 1.5mcgkgmin Natrecor","IV Infusions"
4309,"NeoSure 305.0cc","PO Feeding"
4310,"f10 in","Free Form Intake"
4311,"Pigtail flush","Free Form Intake"
4312,"1/2 NaAc (UA)","Free Form Intake"
4313,"f10 urine",
4314,"D5W 250.0ml + 25mghr Ativan","IV Drips"
4315,"D10W 10.0cc + 100mcgkghr Fentanyl Drip","IV Drips"
4316,"D5W 100.0ml + 500mcgkgmin Cisatracurium + 500mgkghr Cisatracurium","IV Drips"
4317,"Impact","Free Form Intake"
4318,"Impact/fiber/Pepto","Free Form Intake"
4319,"thoracensesis",
4320,"D5NS 4000.0ml","IV Infusions"
6056,"PN D9.5 w/ heparin","Free Form Intake"
6057,"PE30,NG","Free Form Intake"
6058,"D5W 555.0ml","IV Infusions"
6059,"Replete w/fiber 999.0str","Tube Feeding"
6060,"Replete w/fiber 240.0str","Tube Feeding"
6061,"D5 0.45N/S+NAHCO3","Free Form Intake"
6062,"Fresh Frozen Plasma 270.0ml","IV Infusions"
6063,"PE32, BENE PO","Free Form Intake"
6064,"pe32 + beneprotein","Free Form Intake"
6065,"MUCOMYST","Free Form Intake"
6066,"PE26cals/oz","Free Form Intake"
6067,"N/S +KCL 40MEQ","Free Form Intake"
6068,"N/S+KPO4 15MMOL","Free Form Intake"
6069,"PE 32cals","Free Form Intake"
6070,"ascites fluid draind",
6071,"ostomy",
6072,"VAC output",
6073,"Nutren Pulmonary 250.0str","IV Infusions"
6074,"VICU IN","Free Form Intake"
6075,"PE32 PO","Free Form Intake"
6076,"PE26 ng","Free Form Intake"
6077,"N/S +15 MMOL Na phos","Free Form Intake"
6078,"OR cell saver","Free Form Intake"
6079,"PEG (BAG)",
6080,"Dextrose 20% 500.0ml","IV Infusions"
6081,"IVF ON FLOOR","Free Form Intake"
6082,"BM28 4Enf Powd 4 MCT","Free Form Intake"
6083,"E28","Free Form Intake"
6084,"PE30 w beneprotein","Free Form Intake"
6085,"abd wound",
6086,"N/S +30MMOL KPO4","Free Form Intake"
6087,"IV PLASMOLYTE","Free Form Intake"
6088,"PE32,NG","Free Form Intake"
6089,"PE28 ng","Free Form Intake"
6090,"IV Plasmalyte","Free Form Intake"
6091,".5BM/.5Neocate 24 PG","Free Form Intake"
6092,".5BM/.5Neocate 24 PO","Free Form Intake"
6093,"enfacare 22 pg","Free Form Intake"
6094,"enfacare 22 po","Free Form Intake"
6097,"Pe28 cals/oz","Free Form Intake"
6098,"narcan2mg/100ccD5W","Free Form Intake"
6099,"Nutren Renal 999.0str","Tube Feeding"
6101,"PE 26","Free Form Intake"
6102,"Nutren Pulmonary 500.0str","IV Drips"
6104,"Old CT site",
6105,"2/3 str Impact with.","Free Form Intake"
6107,"1/2 str Imp with Ben","Free Form Intake"
6109,"T3","Free Form Intake"
6110,"naAcetate7.7mEq","Free Form Intake"
6111,"PO PE28","Free Form Intake"
6112,"PE26 cal","Free Form Intake"
6114,"enfacare 26 po","Free Form Intake"
6115,"IV Rabbit","Free Form Intake"
6117,"PND13.5","Free Form Intake"
6118,"NJ tube","Free Form Intake"
6120,"15.4meq NaAcetate","Free Form Intake"
6123,"ER in NS","Free Form Intake"
6124,"er in prbc","Free Form Intake"
6126,"1/2cc:cc repletion","Free Form Intake"
6127,"PE 26 with BP","Free Form Intake"
6129,"Nutren Renal 500.0str","Tube Feeding"
6131,"Neocate 24 via Jtube","Free Form Intake"
6132,"Neocate24 via J tube","Free Form Intake"
6134,"Drain segment IV",
6135,"NG Drainage",
6137,"D5/.45NS 252.0ml","IV Infusions"
6138,"N/S +KCL 20MEQ","Free Form Intake"
6139,"Enfacare 26,PO","Free Form Intake"
6141,"Foley flushed",
6142,"Replete w/fiber 200.0str","IV Drips"
6144,".9% Normal Saline 100.0ml + 100mcgkghr Ketamine + 100mcgkgmin Ketamine","IV Drips"
6146,".9% Normal Saline 50.0ml + 100mcgkghr Ketamine + 100mcgkgmin Ketamine","IV Drips"
6147,"Replete w/fiber 50.0str","IV Drips"
6149,"Enfacare 22 per GT","Free Form Intake"
6150,"Good start PO","Free Form Intake"
6152,"pe26 conc NG","Free Form Intake"
6153,"PE 28 cals","Free Form Intake"
6155,"PE 28","Free Form Intake"
6156,"PE26 conc,NG","Free Form Intake"
6158,"PE30 PO","Free Form Intake"
6159,"PO PE26","Free Form Intake"
6161,"Enfacare 28 GT","Free Form Intake"
6162,"Enfacare 28 PO","Free Form Intake"
6164,"GT output",
6165,"PD fluid in","Free Form Intake"
6167,"IV INTAKE-ANGIO","Free Form Intake"
6168,"ISOPROTERENOL","Free Form Intake"
6169,"free water bolus.","Free Form Intake"
6171,"crystalloids in ango","Free Form Intake"
6172,"CVVHDF CA GLUC","Free Form Intake"
6174,"Protonix gtt 8mg/hr","Free Form Intake"
6176,"1/2 ST IMPACT","Free Form Intake"
6177,"URINE OUT-ANGIO",
6179,"mucous bag",
6181,"Pancr. Pigtail #1",
6183,"Left Arm drains.",
6186,"Flexiseal stool",
6188,"Lactated Ringers 600.0ml","IV Infusions"
6189,"Dextrose 10% 2000.0ml","IV Infusions"
6190,"Nutren 2.0 250.0str","IV Infusions"
6192,"OR cryo","Free Form Intake"
6194,"mesan","Free Form Intake"
6196,"doxorubicin","Free Form Intake"
6197,"BUMEX","Free Form Intake"
6199,".45% Normal Saline 120.0ml","IV Infusions"
6201,"Nutren Pulmonary 30.0str","PO/Gastric"
6202,"Nutren 2.0 240.0str","Tube Feeding"
6204,"Nutren Renal 240.0str","IV Drips"
6205,"banana readi cat","Free Form Intake"
6207,"OR LR","Free Form Intake"
6209,"EW fluids","Free Form Intake"
6211,"SSC24","Free Form Intake"
6212,"protonix 80mg/250cc","Free Form Intake"
6213,"pleural drainage/OR",
6214,"IVPB","Free Form Intake"
6215,"Albumin 5% 200.0ml","IV Drips"
6217,"enfacare26","Free Form Intake"
6218,"enfacare26NG","Free Form Intake"
6220,"Abd output in OR",
6221,"Good start","Free Form Intake"
6223,"potasium","Free Form Intake"
6224,"drainage fr CT site","Free Form Intake"
6226,"D5W w/40meq K","Free Form Intake"
6227,"go lytely","Free Form Intake"
6228,"Enfacare26 PO","Free Form Intake"
6229,"belly fluid.",
6230,"Dialysis 1.5% IN","Free Form Intake"
6231,"Potassium Chloride","Free Form Intake"
6232,"dialysis flush","Free Form Intake"
6233,"i/o adjustment",
6234,"output adjustment",
6235,"PE 32 PG","Free Form Intake"
6236,"SSC24 with BP","Free Form Intake"
6237,"chest tube in or",
6238,"paracentisis fluid",
6239,"PE30 w/Beneprotein","Free Form Intake"
6240,"Other_GU 3000.0cc","GU Irrigant"
6241,"pancreatic fistula",
6242,"pin site drain",
6243,"H2O Flushes","Free Form Intake"
6244,"pigtail irrigation","Free Form Intake"
6245,"PE 31 PG","Free Form Intake"
6246,"PE 31 PO","Free Form Intake"
6247,"PE 32 PO","Free Form Intake"
5160,"novasource","Free Form Intake"
5162,"incision drg",
5163,"thoracentecis",
5165,"Chest wound",
5166,"Groin",
5167,"Neocate PO 30.0ml","PO Feeding"
5169,"protonix drip","Free Form Intake"
5170,"promote/fib/beneprot","Free Form Intake"
5172,"40meq KCL/500ml NS","Free Form Intake"
5173,"FLOOR UOP",
5175,"NS pigtail drain","Free Form Intake"
5176,"NOVASOURCE/PULMONARY","Free Form Intake"
5178,".9% Normal Saline 62.5ml","IV Drips"
5179,"ACETYLCYSTEINE GTT","Free Form Intake"
5181,"ProBalance 750.0str","IV Infusions"
5182,"ns ivfin ed","Free Form Intake"
5184,"mannitol 20%","Free Form Intake"
5186,"Insulin carrier","Free Form Intake"
5187,"PCA carrier","Free Form Intake"
5188,".9% Normal Saline 250.0ml + 5000mcgkgmin Esmolol","IV Drips"
5190,"Drain Out #2 Red Rubber",
5193,"D10W 50.0cc + 60mcgkgmin Dobutamine Drip","IV Drips"
5195,"NOVASOURCE","Free Form Intake"
5197,"dye","Free Form Intake"
5199,"D5 Aminosyn 3.5% 80.0ml","IV Nutrition"
5200,"Novasource","Free Form Intake"
5202,"kcl","Free Form Intake"
5204,"Vivonex 300.0str","IV Drips"
5205,"Tube Feeding 40.0ml","IV Infusions"
5206,"D5W & 3 AMP BICARD","Free Form Intake"
5208,"NS thru portal cath","Free Form Intake"
5209,"Packed RBC's 200.0ml","IV Infusions"
5211,"mannitol 50 grams","Free Form Intake"
5213,"cath lab contrast","Free Form Intake"
5214,"OR cellsaver","Free Form Intake"
5216,"Mannitol 25GM","Free Form Intake"
5218,"JT leakage",
5219,"TPN w/Lipids 1288.0ml","IV Infusions"
5220,"ns w/40 KCL","Free Form Intake"
5222,"Packed RBC's 37.0ml","Blood Products"
5224,"NA PHOSPHATE 15MMOL","Free Form Intake"
5226,"NA Phosphate 30mmol","Free Form Intake"
5229,"Lactated Ringers 280.0ml","IV Infusions"
5230,"medical floor ivf","Free Form Intake"
5232,"bladder pres. saline","Free Form Intake"
5233,"peripad count.",
5235,"Sim 30 w polycose","Free Form Intake"
5236,"Sim30 w Polycose NG","Free Form Intake"
5237,"Sim30 w Polycose PO","Free Form Intake"
5239,"iv upon arrival","Free Form Intake"
5241,"3/4 str UltraCal","Free Form Intake"
5242,"D5/.45NS 62.5ml","IV Infusions"
5243,"NARCAN","Free Form Intake"
5245,"D10W 3.7cc","IV Flush"
5247,"D5W 4800.0ml","IV Drips"
5248,"paracentesis asicits",
5250,"TPN 1062.0ml","IV Nutrition"
5251,"NeoSure PO 95.0ml","PO Feeding"
5252,"Dextrose 10% 70.0ml","IV Infusions"
5254,"G/J POUCH APPLIANCE",
5256,"Packed RBC's 1.0ml","IV Infusions"
5257,"Tube Feeding 10000.0ml","IV Infusions"
5258,"Potassium Phosphate","Free Form Intake"
5261,"Lipids 1500.0ml","IV Infusions"
5263,"S 24 Fe PO 185.0ml","PO Feeding"
5264,"D5W 585.0ml","IV Infusions"
5265,"CONTRAST via NG","Free Form Intake"
5267,"D5W 250.0ml + 2000mghr Morphine Sulfate","IV Drips"
5268,"CALCIUM FOR CVVHD","Free Form Intake"
5269,"Respalor 2000.0str","Tube Feeding"
5270,"intrathoracic fluid",
5271,"Chucks Pad Weight",
5272,"TPN 250.0ml","IV Nutrition"
5273,"SC33 NG","Free Form Intake"
5274,"SC33 PO","Free Form Intake"
5275,"Bumetanide","Free Form Intake"
5276,"Pantroprazole","Free Form Intake"
5277,"Nutren 2.0","Free Form Intake"
5278,".9% Normal Saline 501.0ml","IV Infusions"
5279,"3/4 Strg Nepro","Free Form Intake"
5280,"Fresh Frozen Plasma 289.0ml","IV Infusions"
5281,"Impact w/fiber 3000.0str","IV Drips"
5282,"D5W 150MEQ BICARB","Free Form Intake"
5283,"Mucous fistula",
5284,"Lactated Ringers 975.0ml","IV Infusions"
5285,"TF Residual 400.0ml","Gastric/TF Residual"
5286,".9%NS w/30mml NaPhos","Free Form Intake"
5287,"lt groin site",
5288,"rt & lt groin sites",
5289,"ivf on floor","Free Form Intake"
5290,"na+phos 15mmol","Free Form Intake"
5291,"Dextrose 10% 300.0ml","IV Infusions"
5292,"IVPPI","Free Form Intake"
5293,"15 mmol naphos/NS","Free Form Intake"
5294,"gentamycin ct irrig","Free Form Intake"
5295,"NeoSure 24 PO 70.0ml","PO Feeding"
5296,"g tube flush","Free Form Intake"
5297,"SC 31 po","Free Form Intake"
5298,"ED NS","Free Form Intake"
5299,"D5W 330.0ml","IV Drips"
5300,"Na Acetate +.05 hep","Free Form Intake"
5301,"Promote w/fiber 150.0str","IV Drips"
5302,"acetylcysteine","Free Form Intake"
5303,"NA PHOS  0mmol","Free Form Intake"
5304,"Urine output cc/k/hr",
5305,"500NS & KPhos 30mmol","Free Form Intake"
5306,"Impact 240.0str","PO/Gastric"
5307,"ProBalance 480.0str","Tube Feeding"
5308,"left knee aspirate",
5309,"OR Crystalloid 3000.0ml","OR Intake"
5310,"redi cat","Free Form Intake"
5311,"colyte","Free Form Intake"
5312,"pheresis net bal","Free Form Intake"
5313,"BARICAT","Free Form Intake"
5314,"Neosure 26 cal po","Free Form Intake"
5315,"neosure 26cal ng","Free Form Intake"
5316,"Tube Feeding 300.0ml","Tube Feeding"
5317,"or cryoprecipate","Free Form Intake"
5318,"or plasmalyte","Free Form Intake"
5319,"REDICAT for CTabd","Free Form Intake"
5320,"NaAce+1/2Hep","Free Form Intake"
5322,"NS Insulin Carrier","Free Form Intake"
5323,"Pulmonary TF","Free Form Intake"
5325,"NaAc+NaCl+H20","Free Form Intake"
5326,"from cc7",
5328,"vac abd drain",
5329,"NA ACETATE W/ HEP","Free Form Intake"
5331,"Neosure30 pg","Free Form Intake"
5333,"Glucagon infusion","Free Form Intake"
5334,"Neosure32 PG","Free Form Intake"
5336,"scf 30 gavage","Free Form Intake"
5338,"Packed RBC's 560.0ml","IV Infusions"
5340,"JP #1&#2 CLWS",
5341,".9% Normal Saline 245.0ml","IV Infusions"
5342,"Packed RBC's 271.0ml","Blood Products"
5344,"TPN D10.0 60.0cc","IV Nutrition"
5345,"D5W 1.0ml + 50mghr Morphine Sulfate","IV Drips"
5347,"Banana Bag","Free Form Intake"
5348,"NA PHOS (15MMOL)","Free Form Intake"
5350,"NA bicarb","Free Form Intake"
5351,"water","Free Form Intake"
5353,"KCL for CVVH","Free Form Intake"
5354,"OR Cryoprecipitate","Free Form Intake"
5356,"jp's 1&2",
5357,"JP 5 and JP 6 sxn",
5359,"d10 1/2 NS","Free Form Intake"
5360,"DEXTROSE 25%","Free Form Intake"
5362,"30mmol Phos/44meq K","Free Form Intake"
5363,"KPhos 15mmol/250D5W","Free Form Intake"
5364,"SC32","Free Form Intake"
5366,"D5/.45NS 2400.0ml","IV Drips"
5367,"Other Blood Products 276.0ml","IV Infusions"
5369,"Mucamyst iv.","Free Form Intake"
5370,"REPLETE/FIBER","Free Form Intake"
5372,"ERCP IV intake","Free Form Intake"
5373,"Jevity (TF)","Free Form Intake"
5374,"D5NS 40K","Free Form Intake"
5376,"D5W 15mM Phos/22MEQK","Free Form Intake"
5378,"Angiography Intake","Free Form Intake"
5379,"OR CELL Saver","Free Form Intake"
5381,"replete with fiber","Free Form Intake"
5382,"NA phos","Free Form Intake"
5384,"SSC 26","Free Form Intake"
5385,"NUTREN PUL 2/3st mvi","Free Form Intake"
5387,"Glucagon 25mg/250","Free Form Intake"
5388,"H20+7.7meqNaAcetate","Free Form Intake"
5390,"Liquid SSC28","Free Form Intake"
5391,"SSC26","Free Form Intake"
5393,"ED cryst","Free Form Intake"
5394,"Sodium Phosphate30mm","Free Form Intake"
5396,"40meq KCL","Free Form Intake"
5398,"LACTULOSE PR","Free Form Intake"
5399,"SSC 30","Free Form Intake"
5401,"SSC30","Free Form Intake"
5402,"Amiodorone","Free Form Intake"
5404,"NS with 30mm Na Phos","Free Form Intake"
5406,"Replete w/ fiber","Free Form Intake"
5407,"SC30FeNG","Free Form Intake"
5408,"Free H20 cont G-tube","Free Form Intake"
5410,"10% Dextran 40","Free Form Intake"
5412,"peg",
5414,"PARACENTISIS",
5417,"Chest Tube R #3",
5419,"g-tube feeding",
5422,"L pleural tap",
5424,"VAC RIGHT GROIN",
5427,"PD 2.5% Dextrose","Free Form Intake"
5428,"IVF Farr 10","Free Form Intake"
5429,"PO Farr 10","Free Form Intake"
5431,"sodium phos 15mmol","Free Form Intake"
5432,"26 cal po","Free Form Intake"
5434,"Pedialyte","Free Form Intake"
5435,"R pleural tap",
5437,"N/A 40.0vl + 500mcgkgmin Propofol","IV Infusions"
5438,"TPN 1940.0ml","IV Infusions"
5440,"Packed RBC's 272.0ml","IV Drips"
5441,"D5W 50.0ml + 100mcgkghr Ketamine + 100mcgkgmin Ketamine","IV Drips"
5443,"SSC 30 PG","Free Form Intake"
5444,"SSC 30 PO","Free Form Intake"
5446,"SSC 28 ng","Free Form Intake"
5448,"Nutren","Free Form Intake"
5449,"SW with Na acetate","Free Form Intake"
5451,"SSC26 po","Free Form Intake"
5452,"SSC28po","Free Form Intake"
5454,"SC34+BP","Free Form Intake"
5455,"SSC28 NG","Free Form Intake"
5457,"SSC26 PG","Free Form Intake"
5458,"SSC26 PO","Free Form Intake"
5459,"SSC28","Free Form Intake"
5460,"SSC28 NGT","Free Form Intake"
5461,"SSC 26 NGT","Free Form Intake"
5462,"Tube Feeding 15.0ml","Tube Feeding"
5463,"Br Milk FS NG 80.0cc","NG Feeding"
5464,"Br Milk FS NG 120.0cc","NG Feeding"
5465,"ns w/15mm of na.phos","Free Form Intake"
5466,"sod.phos. 15mmol/250","Free Form Intake"
5467,"SC28 PO","Free Form Intake"
5468,"Tube Feeding 180.0ml","IV Infusions"
5469,"SC30 PG","Free Form Intake"
5470,"SC30pg","Free Form Intake"
5471,"SC30 po","Free Form Intake"
5472,"SC30PO","Free Form Intake"
5473,"SC26 NG","Free Form Intake"
5474,"SC26 pg","Free Form Intake"
